Publication_date,Source,Scraped_category,Title,Summary,Article_Url
2024-07-26,BBC,features,How to outrun a cheetah,Cheetahs are famous for being the fastest land animals   but research suggests there's much more to their athleticism than just speed,https://www.bbc.com/future/article/20240724-what-olympic-athletes-can-learn-about-running-from-cheetahs
2024-07-25,BBC,news,UK getting more hot and more wet days   Met Office,The increase in the number of 'very hot days' of 30C or more has also been dramatic.,https://www.bbc.com/news/articles/c147v82gxp2o
2024-07-24,BBC,reels,How greening our cities can reduce heat stress,Heat is the most deadly extreme weather phenomenon and cities are seeking ways to cool their urban cores.,https://www.bbc.com/reel/video/p0jc280t/how-greening-our-cities-can-reduce-heat-stress
2024-07-18,BBC,news,UK coal mine fights for future in court,The coal mine promises to be net zero but a recent major ruling has cast doubt on its future.,https://www.bbc.com/news/articles/cp68949n013o
2024-07-18,BBC,news,Make electricity cheaper to boost heat pumps - UK climate advisers,"Cutting electricity bills would persuade more people to install heat pumps, the government is told.",https://www.bbc.com/news/articles/c51y0y7yvlko
2024-07-17,BBC,clip news,Walking through time at the Natural History Museum,A new bronze diplodocus and garden exploring the origins of time opens at the world-famous museum.,https://www.bbc.com/news/videos/crg4340lvvvo
2024-07-11,BBC,news,New UK coalmine in doubt after 'error  in planning decision,"Labour will no longer defend a decision, made by the previous government, to allow a new coalmine in Cumbria.",https://www.bbc.com/news/articles/c99w1qjp8qko
2024-07-08,BBC,features,Coal mining created community. Can clean energy?,"It was dirty and dangerous, but coal mining also cultivated pride, companionship, and art. Could communities living with green energy embrace their own forms of industrial culture?",https://www.bbc.com/future/article/20240703-coal-mining-created-community-and-culture-can-clean-energy-do-the-same
2024-07-05,BBC,news,How record-breaking Hurricane Beryl is a sign of a warming world,"Beryl is the earliest category five Atlantic hurricane on record, fuelled by exceptional sea warmth.",https://www.bbc.com/news/articles/c9r3g572lrno
2024-07-02,BBC,features,What happens when hurricanes rapidly intensify,"Hurricane Beryl, the first category five storm of 2024, could be a sign of what is to come.",https://www.bbc.com/future/article/20230911-what-a-record-breaking-hurricane-looks-like
2024-07-01,BBC,features,These US cities claim to be 'climate havens',Some cities are embracing the idea of being a climate refuge. Can they protect residents from extreme weather?,https://www.bbc.com/future/article/20240628-us-climate-havens-cities-claim-extreme-weather-protection
2024-07-01,BBC,news,Arctic 'dirty fuel' ban for ships comes into force,"There are many loopholes to the ban, but environmentalists see it as a crucial first step.",https://www.bbc.com/news/articles/cpv3dk4ydr3o
2024-06-29,BBC,features,The environmental cost of rocket launches,"Space launches are increasing and the rockets are getting bigger. What's the environmental impact on the surrounding areas, particularly when things go wrong?",https://www.bbc.com/future/article/20240627-the-environmental-cost-of-rocket-launches
2024-06-27,BBC,news,Satellite captures first-of-a-kind cloud image,A joint European-Japanese mission captures a space view of the internal structure of a cloud.,https://www.bbc.com/news/articles/ce9317wk1v7o
2024-06-26,BBC,reels,Tidal kites: New technology harnessing ocean energy,These mechanical creatures lurk beneath the water's surface and power homes in the Faroe Islands.,https://www.bbc.com/reel/video/p0j6gphs/tidal-kites-new-technology-harnessing-ocean-energy
2024-06-22,BBC,features,Do tornadoes or hailstorms do more damage?,Both tornadoes and hail have claims to being the most destructive climate events in the US.,https://www.bbc.com/future/article/20240621-do-tornadoes-or-hailstorms-do-more-damage
2024-06-21,BBC,features,How the Moon is making days longer on Earth,Billions of years ago the average Earth day lasted less than 13 hours and it is continuing to lengthen. The reason lies in our relationship to the Moon.,https://www.bbc.com/future/article/20230303-how-the-moon-is-making-days-longer-on-earth
2024-06-20,BBC,news,Climate change made US and Mexico heatwave 35 times more likely,A new report says extreme heat from May to June was driven by planet-warming emissions from humans.,https://www.bbc.com/news/articles/czvvqdg8zxno
2024-06-20,BBC,news,Key oil project must count full climate impact - court,Supreme Court has ruled Surrey Council should have considered the climate change impacts of new oil wells.,https://www.bbc.com/news/articles/cxwwzmn12g9o
2024-06-17,BBC,news,UN food chief: Poorest areas have zero harvests left,World Food Programme director Martin Frick warns land degradation will cause crop failures worldwide.,https://www.bbc.com/news/articles/c977r51e1z0o
2024-06-17,BBC,reels,The global phenomenon swallowing whole neighbourhoods,Giant ravines: Entire communities are disappearing because of an extreme form of soil erosion.,https://www.bbc.com/reel/video/p0j4p03b/the-global-phenomenon-swallowing-whole-neighbourhoods
2024-06-15,BBC,news,Drones reveal Antarctic whale 'acrobatics',Aerial footage of humpback whales shows how efficiently they can twist and turn their huge bodies.,https://www.bbc.com/news/articles/cjjj8v77zz5o
2024-06-10,BBC,news,"Be 'ambitious' on climate, scientists urge parties",Academics said in an open letter if the parties do not make this pledge they are not deserving of support.,https://www.bbc.com/news/articles/cy00vdj588xo
2024-06-08,BBC,features,Is this the end of South Africa's sardine run?,The mass migration event is a spectacle to behold as thousands of predators feast on sardine mega-shoals   but climate change and over fishing are putting it at risk.,https://www.bbc.com/future/article/20240520-how-south-africas-sardine-run-is-changing
2024-06-08,BBC,news,Crossbows and eerie silences - following Antarctic whales for climate change clues,How scientists are discovering secrets of Antarctic climate change in the bodies of giant humpback whales.,https://www.bbc.com/news/articles/cj770nrx0x9o
2024-06-07,BBC,features,Mexico's new climate-minded president,"In Claudia Sheinbaum, Mexico has elected the most scientifically engaged climate premier in history. Can she make a difference?",https://www.bbc.com/future/article/20240607-claudia-sheinbaum-mexicos-new-climate-minded-president
2024-06-05,BBC,features,Why are girls starting puberty earlier?,New research shows that girls in the US are getting their first periods earlier. Exposure to toxic air is partly to blame.,https://www.bbc.com/future/article/20240605-how-air-pollution-is-impacting-girls-puberty
2024-06-04,BBC,features,Why some animals have 'virgin births',"A female stingray recently fell pregnant, despite having no male companions in her tank. What are ""virgin births"" and why are they happening more frequently for animals in captivity?",https://www.bbc.com/future/article/20240229-why-do-some-animals-have-virgin-births
2024-06-04,BBC,news,Delayed strawberries may be 'well worth the wait',Fruit growers say tastier British strawberries are on the menu after a cold and wet spring.,https://www.bbc.com/news/articles/c0jjl18137jo
2024-05-31,BBC,features,The mutant wildlife adapting to New York City,"In the 400 years since New York City's birth, the local wildlife has adapted to a life of fast food, pollution and isolation.",https://www.bbc.com/future/article/20240531-the-mutant-wildlife-adapting-to-new-york-city
2024-05-30,BBC,features,The race to build shelters outside tornado alley,Tornado alley has expanded   and this means swathes of the US are not prepared.,https://www.bbc.com/future/article/20240530-the-people-racing-to-build-shelters-outside-tornado-alley
2024-05-29,BBC,features,The zombie fires that burn year-round,A rise in zombie fires in Canada is having knock-on effects for the wildfire season. Researchers and fire services are racing to find ways to put out perennial fires.,https://www.bbc.com/future/article/20240528-why-canada-is-riddled-with-wildfires-that-burn-year-round
11-09-2024,BBC,Home,The slow death of the screamerPosted13 hours ago13h,The slow death of the screamerPosted13 hours ago13h,https://www.bbc.com/sport/extra/7ruba7shs4/the-slow-death-of-the-screamer
11-09-2024,BBC,Home,'Europe must keep Solheim momentum rolling'AttributionGolfPosted2 hours ago2h,'Europe must keep Solheim momentum rolling'AttributionGolfPosted2 hours ago2h,https://www.bbc.com/sport/golf/articles/c80e8gjyrz1o
11-09-2024,BBC,Home,Brazil and Argentina lose in World Cup qualifying AttributionWorld CupPosted3 hours ago3h,Brazil and Argentina lose in World Cup qualifying AttributionWorld CupPosted3 hours ago3h,https://www.bbc.com/sport/football/articles/cq5dvq5171vo
11-09-2024,BBC,Home,'Call me!' - the bosses who could revive your teamAttributionPremier LeaguePosted5 hours ago5h,'Call me!' - the bosses who could revive your teamAttributionPremier LeaguePosted5 hours ago5h,https://www.bbc.com/sport/football/articles/ce380jklj44o
11-09-2024,BBC,Home,Craig gets 12-month ban after cocaine arrestAttributionHockeyPosted6 hours ago6h,Craig gets 12-month ban after cocaine arrestAttributionHockeyPosted6 hours ago6h,https://www.bbc.com/sport/hockey/articles/cr5ng77p0r4o
11-09-2024,BBC,Home,'We are the trailblazers': The ex-players becoming refsAttributionFootballPosted4 hours ago4hComments54,'We are the trailblazers': The ex-players becoming refsAttributionFootballPosted4 hours ago4hComments54,https://www.bbc.com/sport/football/articles/cx2nd9zewx5o
11-09-2024,BBC,Home,‘Excitement & hope’ - but what challenges will USA boss Pochettino face?,Mauricio Pochettino's appointment as USA manager is being met with excitement and hope - but what challenges will he face?AttributionUSAPosted42 minutes ago42min,https://www.bbc.com/sport/football/articles/cz6xqgey07qo
11-09-2024,BBC,Home,'Fireworks expected as US seek Solheim success'AttributionGolfPosted12 hours ago12hComments107,'Fireworks expected as US seek Solheim success'AttributionGolfPosted12 hours ago12hComments107,https://www.bbc.com/sport/golf/articles/c7v52nq4y8do
11-09-2024,BBC,Home,'Carsley has put his stamp on England - job feels like his to lose'AttributionEngland MenPosted15 hours ago15hComments1405,'Carsley has put his stamp on England - job feels like his to lose'AttributionEngland MenPosted15 hours ago15hComments1405,https://www.bbc.com/sport/football/articles/c15gewlnvj3o
11-09-2024,BBC,Home,Arsenal's Odegaard set for at least three weeks outAttributionFootballPosted2 hours ago2h,Arsenal's Odegaard set for at least three weeks outAttributionFootballPosted2 hours ago2h,https://www.bbc.com/sport/football/articles/c74l2r97l78o
11-09-2024,BBC,Home,England to open Six Nations defence against ItalyAttributionRugby UnionPosted2 hours ago2h,England to open Six Nations defence against ItalyAttributionRugby UnionPosted2 hours ago2h,https://www.bbc.com/sport/rugby-union/articles/c80e8mj3475o
11-09-2024,BBC,Home,Technicality gives Raygun world number one rankingAttributionAustraliaPosted12 hours ago12h,Technicality gives Raygun world number one rankingAttributionAustraliaPosted12 hours ago12h,https://www.bbc.com/news/articles/cn47e3pgr01o
11-09-2024,BBC,Home,I protected De Ligt by taking him off - Koeman,"Netherlands manager Ronald Koeman says he substituted Man Utd centre-back Matthijs de Ligt in Tuesday's draw with Germany to ""protect"" him.AttributionFootballPosted3 hours ago3h",https://www.bbc.com/sport/football/articles/cg4y6gp6kkxo
11-09-2024,BBC,Home,Honda and Alpine breach F1 cost-cap rulesAttributionFormula 1Posted3 hours ago3h,Honda and Alpine breach F1 cost-cap rulesAttributionFormula 1Posted3 hours ago3h,https://www.bbc.com/sport/formula1/articles/cn47e8l2897o
11-09-2024,BBC,Home,Stockport coach Mangan's Real Madrid move blockedAttributionFootballPosted3 hours ago3h,Stockport coach Mangan's Real Madrid move blockedAttributionFootballPosted3 hours ago3h,https://www.bbc.com/sport/football/articles/czxlv9ndvkdo
11-09-2024,BBC,Home,Draper left out of GB team for Davis Cup openerAttributionTennisPosted2 hours ago2h,Draper left out of GB team for Davis Cup openerAttributionTennisPosted2 hours ago2h,https://www.bbc.com/sport/tennis/articles/c20rq56nnr9o
11-09-2024,BBC,Home,Republic of Ireland shirt 'too heavy' for some playersAttributionR. of Ireland MenPosted5 hours ago5h,Republic of Ireland shirt 'too heavy' for some playersAttributionR. of Ireland MenPosted5 hours ago5h,https://www.bbc.com/sport/football/articles/cx29rl9zyxqo
11-09-2024,BBC,Home,NFL to review new Watson assault allegationAttributionAmerican FootballPosted18 hours ago18h,NFL to review new Watson assault allegationAttributionAmerican FootballPosted18 hours ago18h,https://www.bbc.com/sport/american-football/articles/clywd5q9rkko
11-09-2024,BBC,Home,'Night belongs to him and his golden boots' - Kane's 100 caps in numbers,Captain Harry Kane becomes the first player to score two goals on his 100th appearance for England as he fires the Three Lions to victory over Finland in the Nations League.AttributionEngland MenPosted15 hours ago15hComments2033,https://www.bbc.com/sport/football/articles/c36n934x5l6o
10-09-2024,BBC,Home,Will 'genius' Newey turn Aston Martin into winners?AttributionFormula 1Posted1 day ago1d,Will 'genius' Newey turn Aston Martin into winners?AttributionFormula 1Posted1 day ago1d,https://www.bbc.com/sport/formula1/articles/cy76rk5gndxo
11-09-2024,BBC,Home,How to follow 2024-25 WSL season on the BBCAttributionWomen's FootballPosted6 hours ago6h,How to follow 2024-25 WSL season on the BBCAttributionWomen's FootballPosted6 hours ago6h,https://www.bbc.com/sport/football/articles/c80edged5mmo
11-09-2024,BBC,Home,Bodycam video shows police pulling Miami's Hill from carAttributionUS & CanadaPosted3 hours ago3h,Bodycam video shows police pulling Miami's Hill from carAttributionUS & CanadaPosted3 hours ago3h,https://www.bbc.com/news/articles/c4gqnvj1v8lo
11-09-2024,BBC,Home,Antony keen to stay at Man Utd - Wednesday's gossipAttributionFootballPosted16 hours ago16h,Antony keen to stay at Man Utd - Wednesday's gossipAttributionFootballPosted16 hours ago16h,https://www.bbc.com/sport/football/articles/cn02l8yy52jo
10-09-2024,BBC,Home,"'Genius' Stoute, iconic trainer of Shergar, to retireAttributionHorse RacingPosted1 day ago1d","'Genius' Stoute, iconic trainer of Shergar, to retireAttributionHorse RacingPosted1 day ago1d",https://www.bbc.com/sport/horse-racing/articles/czjyr71mlyko
10-09-2024,BBC,Home,Cox and Bethell to make England debuts v AustraliaAttributionCricketPosted1 day ago1dComments128,Cox and Bethell to make England debuts v AustraliaAttributionCricketPosted1 day ago1dComments128,https://www.bbc.com/sport/cricket/articles/c5yp1xwx45lo
10-09-2024,BBC,Home,'The cash came up to my torso' -  tales of a match-fixer,"Moses Swaibu was one of the brightest prospects in Crystal Palace's youth ranks, but he ended up in a shady world of cash, danger and fixing rather than football's limelight.AttributionFootballPosted1 day ago1d",https://www.bbc.com/sport/football/articles/cd05385k722o
03-09-2024,BBC,Home,Saddling up on the high seas - the cyclists powering 50-mph yachtsPosted3 September3 SepComments207,Saddling up on the high seas - the cyclists powering 50-mph yachtsPosted3 September3 SepComments207,https://www.bbc.com/sport/articles/c4ngydm1x55o
29-08-2024,BBC,Home,"Fury, hope and changing gear with a sword - Ukraine's Paris preparationsAttributionDisability SportPosted29 August29 Aug","Fury, hope and changing gear with a sword - Ukraine's Paris preparationsAttributionDisability SportPosted29 August29 Aug",https://www.bbc.com/sport/articles/cdd734dp7emo
28-08-2024,BBC,Home,"Paralysed by an ex-boyfriend, Otto rises as ParalympianAttributionDisability SportPosted28 August28 Aug","Paralysed by an ex-boyfriend, Otto rises as ParalympianAttributionDisability SportPosted28 August28 Aug",https://www.bbc.com/sport/archery/articles/cp089q32yrqo
27-08-2024,BBC,Home,How a Facebook advert changed a life and the look of a sportAttributionAmerican FootballPosted27 August27 Aug,How a Facebook advert changed a life and the look of a sportAttributionAmerican FootballPosted27 August27 Aug,https://www.bbc.com/sport/american-football/articles/c5yk93jkj4xo
22-08-2024,BBC,Home,East meets west London - the mentor who changed ChelseaAttributionChelseaPosted22 August22 Aug,East meets west London - the mentor who changed ChelseaAttributionChelseaPosted22 August22 Aug,https://www.bbc.com/sport/football/articles/c134587zl01o
20-08-2024,BBC,Home,East v West - Germany's drug-fuelled Cold War for medalsAttributionOlympic GamesPosted20 August20 Aug,East v West - Germany's drug-fuelled Cold War for medalsAttributionOlympic GamesPosted20 August20 Aug,https://www.bbc.com/sport/olympics/articles/crlrn9re3z5o
10-09-2024,BBC,Home,F1 Q&A: Will the title go down to the wire?AttributionFormula 1Posted1 day ago1d,F1 Q&A: Will the title go down to the wire?AttributionFormula 1Posted1 day ago1d,https://www.bbc.com/sport/formula1/articles/c204reqez21o
10-09-2024,BBC,Home,The rise of padel and why it's so popularPosted1 day ago1d,The rise of padel and why it's so popularPosted1 day ago1d,https://www.bbc.com/sport/articles/crrlnlj8lrxo
10-09-2024,BBC,Home,Will cloud hang over Sinner's US Open victory?AttributionTennisPosted1 day ago1d,Will cloud hang over Sinner's US Open victory?AttributionTennisPosted1 day ago1d,https://www.bbc.com/sport/tennis/articles/clyl02pwvj8o
09-09-2024,BBC,Home,The best pictures from the 2024 ParalympicsAttributionDisability SportPosted2 days ago2d,The best pictures from the 2024 ParalympicsAttributionDisability SportPosted2 days ago2d,https://www.bbc.com/sport/extra/t2elhtsbjl/paralympics-2024-in-pictures
09-09-2024,BBC,Home,What will be the legacy of an 'amazing' Paralympics?AttributionDisability SportPosted2 days ago2d,What will be the legacy of an 'amazing' Paralympics?AttributionDisability SportPosted2 days ago2d,https://www.bbc.com/sport/articles/crkm3kkm640o
03-04-2023,BBC,Home,Where and how to watch BBC NewsAttributionBBC World News: 24 hour news TV channelPosted3 April 20233 Apr 2023,Where and how to watch BBC NewsAttributionBBC World News: 24 hour news TV channelPosted3 April 20233 Apr 2023,https://www.bbc.com/news/world-radio-and-tv-14563857
11-09-2024,BBC,Football,Brazil and Argentina lose in World Cup qualifying AttributionWorld CupPosted3 hours ago3h,Brazil and Argentina lose in World Cup qualifying AttributionWorld CupPosted3 hours ago3h,https://www.bbc.com/sport/football/articles/cq5dvq5171vo
11-09-2024,BBC,Football,‘Excitement & hope’ - but what challenges will USA boss Pochettino face?AttributionUSAPosted43 minutes ago43min,‘Excitement & hope’ - but what challenges will USA boss Pochettino face?AttributionUSAPosted43 minutes ago43min,https://www.bbc.com/sport/football/articles/cz6xqgey07qo
11-09-2024,BBC,Football,Stockport coach Mangan's Real Madrid move blockedAttributionFootballPosted3 hours ago3h,Stockport coach Mangan's Real Madrid move blockedAttributionFootballPosted3 hours ago3h,https://www.bbc.com/sport/football/articles/czxlv9ndvkdo
11-09-2024,BBC,Football,'Carsley has put his stamp on England - job feels like his to lose'AttributionEngland MenPosted15 hours ago15hComments1405,'Carsley has put his stamp on England - job feels like his to lose'AttributionEngland MenPosted15 hours ago15hComments1405,https://www.bbc.com/sport/football/articles/c15gewlnvj3o
11-09-2024,BBC,Football,Arsenal's Odegaard set for at least three weeks outAttributionFootballPosted2 hours ago2h,Arsenal's Odegaard set for at least three weeks outAttributionFootballPosted2 hours ago2h,https://www.bbc.com/sport/football/articles/c74l2r97l78o
11-09-2024,BBC,Football,I protected De Ligt by taking him off - KoemanAttributionFootballPosted3 hours ago3h,I protected De Ligt by taking him off - KoemanAttributionFootballPosted3 hours ago3h,https://www.bbc.com/sport/football/articles/cg4y6gp6kkxo
11-09-2024,BBC,Football,Is captain Tavernier nearing the end at Rangers?AttributionRangersPosted2 hours ago2h,Is captain Tavernier nearing the end at Rangers?AttributionRangersPosted2 hours ago2h,https://www.bbc.com/sport/football/articles/ce9zkmndg1po
11-09-2024,BBC,Football,Antony keen to stay at Man Utd - Wednesday's gossipAttributionFootballPosted16 hours ago16h,Antony keen to stay at Man Utd - Wednesday's gossipAttributionFootballPosted16 hours ago16h,https://www.bbc.com/sport/football/articles/cn02l8yy52jo
11-09-2024,BBC,Football,'Call me!' - the bosses who could revive your team,"With the football season in full swing, BBC Sport looks at the out-of-work bosses 
available when the managerial merry-go-round kicks in.AttributionPremier LeaguePosted5 hours ago5h",https://www.bbc.com/sport/football/articles/ce380jklj44o
11-09-2024,BBC,Football,'Night belongs to him and his golden boots' - Kane's 100 caps in numbersAttributionEngland MenPosted15 hours ago15hComments2033,'Night belongs to him and his golden boots' - Kane's 100 caps in numbersAttributionEngland MenPosted15 hours ago15hComments2033,https://www.bbc.com/sport/football/articles/c36n934x5l6o
11-09-2024,BBC,Football,Republic of Ireland shirt 'too heavy' for some playersAttributionR. of Ireland MenPosted5 hours ago5h,Republic of Ireland shirt 'too heavy' for some playersAttributionR. of Ireland MenPosted5 hours ago5h,https://www.bbc.com/sport/football/articles/cx29rl9zyxqo
11-09-2024,BBC,Football,'We are the trailblazers': The ex-players becoming refsAttributionFootballPosted4 hours ago4hComments54,'We are the trailblazers': The ex-players becoming refsAttributionFootballPosted4 hours ago4hComments54,https://www.bbc.com/sport/football/articles/cx2nd9zewx5o
11-09-2024,BBC,Football,How to watch and follow 2024-25 WSL season on the BBC,"The Women's Super League returns for a new season on 20 September, with champions Chelsea starting their title defence against Aston Villa.AttributionWomen's FootballPosted6 hours ago6h",https://www.bbc.com/sport/football/articles/c80edged5mmo
11-09-2024,BBC,Football,Pochettino named new boss of US men's teamAttributionUSAPosted15 hours ago15hComments284,Pochettino named new boss of US men's teamAttributionUSAPosted15 hours ago15hComments284,https://www.bbc.com/sport/football/articles/c9d1ewle7z1o
11-09-2024,BBC,Football,Skinner defends Man Utd Women training facilitiesAttributionWomen's FootballPosted8 hours ago8h,Skinner defends Man Utd Women training facilitiesAttributionWomen's FootballPosted8 hours ago8h,https://www.bbc.com/sport/football/articles/c77l2j80ev2o
11-09-2024,BBC,Football,"Man Utd, Mourinho & France - Gomes' route to England debutAttributionFootballPosted14 hours ago14h","Man Utd, Mourinho & France - Gomes' route to England debutAttributionFootballPosted14 hours ago14h",https://www.bbc.com/sport/football/articles/c3d9zx37zgvo
11-09-2024,BBC,Football,Half of fans have experienced sexism at matches - surveyAttributionWomen's FootballPosted2 hours ago2h,Half of fans have experienced sexism at matches - surveyAttributionWomen's FootballPosted2 hours ago2h,https://www.bbc.com/sport/football/articles/cged31vjqy2o
11-09-2024,BBC,Football,Ake taken off on stretcher in Netherlands draw with GermanyAttributionFootballPosted16 hours ago16hComments99,Ake taken off on stretcher in Netherlands draw with GermanyAttributionFootballPosted16 hours ago16hComments99,https://www.bbc.com/sport/football/live/cvgxywj90lxt
11-09-2024,BBC,Football,White asked not to be contacted by England - CarsleyAttributionFootballPosted15 hours ago15h,White asked not to be contacted by England - CarsleyAttributionFootballPosted15 hours ago15h,https://www.bbc.com/sport/football/articles/cdey1z0py12o
11-09-2024,BBC,Football,Kane scores twice on 100th appearance as England beat Finland,Harry Kane scores twice for England on 100th England appearance as Three Lions beat Finland 2-0 in Nations League.AttributionFootballPosted16 hours ago16hComments1195,https://www.bbc.com/sport/football/live/c4ge7mpdwk0t
10-09-2024,BBC,Football,'The cash came up to my torso' -  tales of a match-fixerAttributionFootballPosted1 day ago1d,'The cash came up to my torso' -  tales of a match-fixerAttributionFootballPosted1 day ago1d,https://www.bbc.com/sport/football/articles/cd05385k722o
11-09-2024,BBC,Football,Republic of Ireland 'sick' of losing - Collins AttributionIrish FootballPosted16 hours ago16hComments256,Republic of Ireland 'sick' of losing - Collins AttributionIrish FootballPosted16 hours ago16hComments256,https://www.bbc.com/sport/articles/ce817zn17rjo
10-09-2024,BBC,Football,"Bellamy, The Bear and the 'non-negotiables' of WalesAttributionWales MenPosted1 day ago1d","Bellamy, The Bear and the 'non-negotiables' of WalesAttributionWales MenPosted1 day ago1d",https://www.bbc.com/sport/football/articles/c86lz5j24ldo
10-09-2024,BBC,Football,What we've learned about each Scottish Premiership club so farAttributionScottish PremPosted21 hours ago21h,What we've learned about each Scottish Premiership club so farAttributionScottish PremPosted21 hours ago21h,https://www.bbc.com/sport/football/articles/ce805vx1dnyo
11-09-2024,BBC,Football,What are priorities for new WSL company this season? AttributionWomen's FootballPosted14 hours ago14h,What are priorities for new WSL company this season? AttributionWomen's FootballPosted14 hours ago14h,https://www.bbc.com/sport/football/articles/c8er0w48kn0o
10-09-2024,BBC,Football,Ask your WSL transfer deadline day questionsAttributionWomen's FootballPosted1 day ago1d,Ask your WSL transfer deadline day questionsAttributionWomen's FootballPosted1 day ago1d,https://www.bbc.com/sport/football/articles/cm2nrrkd5xxo
22-08-2024,BBC,Football,East meets west London - the mentor who changed Chelsea,Vinay Menon knew nothing about football when he went for a meeting at a West London mansion in 2009. A few weeks later he was in the heart of the Chelsea dressing room.AttributionChelseaPosted22 August22 Aug,https://www.bbc.com/sport/football/articles/c134587zl01o
15-08-2024,BBC,Football,The air crash and the underdogs - a triumph for a lost generationAttributionAfrica SportPosted15 August15 Aug,The air crash and the underdogs - a triumph for a lost generationAttributionAfrica SportPosted15 August15 Aug,https://www.bbc.com/sport/football/articles/czrgm6grxvlo
13-08-2024,BBC,Football,The rise and fall of North Korea - the sleeping giant of women's footballAttributionWomen's World CupPosted13 August13 Aug,The rise and fall of North Korea - the sleeping giant of women's footballAttributionWomen's World CupPosted13 August13 Aug,https://www.bbc.com/sport/football/articles/c4ngy9xjpzro
04-07-2024,BBC,Football,Chasing the 'Ghost' - a superstar struck down by lightningAttributionFA CupPosted4 July4 JulComments60,Chasing the 'Ghost' - a superstar struck down by lightningAttributionFA CupPosted4 July4 JulComments60,https://www.bbc.com/sport/football/articles/cv2gd3jr387o
28-06-2024,BBC,Football,Panenka - the penalty that killed a career and started a feudAttributionEuropean FootballPosted28 June28 Jun,Panenka - the penalty that killed a career and started a feudAttributionEuropean FootballPosted28 June28 Jun,https://www.bbc.com/sport/football/articles/crgglxwge10o
20-06-2024,BBC,Football,The awkward questions behind Hungary's football revivalAttributionEuropean FootballPosted20 June20 Jun,The awkward questions behind Hungary's football revivalAttributionEuropean FootballPosted20 June20 Jun,https://www.bbc.com/sport/football/articles/cekk4zp5rg8o
09-07-2024,BBC,Football,'No limitations' - Mbappe and a mission of a lifetimeAttributionFootballPosted9 July9 JulComments428,'No limitations' - Mbappe and a mission of a lifetimeAttributionFootballPosted9 July9 JulComments428,https://www.bbc.com/sport/football/articles/cv22kx63y9vo
11-09-2024,BBC,Football,Stockport coach Mangan's Real Madrid move blocked,Stockport assistant coach Andy Mangan is denied a move to Real Madrid after his work permit is rejected.AttributionFootballPosted3 hours ago3h,https://www.bbc.com/sport/football/articles/czxlv9ndvkdo
10-09-2024,BBC,Football,Aston Villa defend Champions League ticket pricesAttributionAston VillaPosted23 hours ago23hComments832,Aston Villa defend Champions League ticket pricesAttributionAston VillaPosted23 hours ago23hComments832,https://www.bbc.com/sport/football/articles/cn0ldxngke2o
09-09-2024,BBC,Football,Rodrygo 'upset' by Ballon d'Or shortlist omissionAttributionReal MadridPosted2 days ago2d,Rodrygo 'upset' by Ballon d'Or shortlist omissionAttributionReal MadridPosted2 days ago2d,https://www.bbc.com/sport/football/articles/cj9lkz9g4exo
08-09-2024,BBC,Football,Arsenal beat Rosenborg to progress in Women's Champions LeagueAttributionWomen's FootballPosted3 days ago3dComments90,Arsenal beat Rosenborg to progress in Women's Champions LeagueAttributionWomen's FootballPosted3 days ago3dComments90,https://www.bbc.com/sport/football/live/c0jpyx27zxwt
08-09-2024,BBC,Football,Eidevall concerned by scheduling in Europe and WSLAttributionWomen's FootballPosted3 days ago3d,Eidevall concerned by scheduling in Europe and WSLAttributionWomen's FootballPosted3 days ago3d,https://www.bbc.com/sport/football/articles/c79w0r2g5e8o
08-09-2024,BBC,Football,Celtic ease past Gintra in Women's Champions LeagueAttributionScottish Women's FootballPosted3 days ago3d,Celtic ease past Gintra in Women's Champions LeagueAttributionScottish Women's FootballPosted3 days ago3d,https://www.bbc.com/sport/football/live/cgky6lpdd5kt
07-09-2024,BBC,Football,Rangers lose WCL play-off to Atletico MadridAttributionScottish Women's FootballPosted4 days ago4d,Rangers lose WCL play-off to Atletico MadridAttributionScottish Women's FootballPosted4 days ago4d,https://www.bbc.com/sport/football/live/cwy4l02wj1jt
04-09-2024,BBC,Football,How to solve the Salah-Haaland dilemma – FPL talking pointsAttributionPremier LeaguePosted7 days ago4 SepComments151,How to solve the Salah-Haaland dilemma – FPL talking pointsAttributionPremier LeaguePosted7 days ago4 SepComments151,https://www.bbc.com/sport/football/articles/cwyx0xe27z0o
04-09-2024,BBC,Football,"Osimhen made Napoli believe, so why is he heading to Galatasaray?AttributionNapoliPosted7 days ago4 Sep","Osimhen made Napoli believe, so why is he heading to Galatasaray?AttributionNapoliPosted7 days ago4 Sep",https://www.bbc.com/sport/football/articles/c3rdyjed5jyo
05-09-2024,BBC,Football,What have we learned from every team's first three Premier League games?AttributionFootballPosted6 days ago4 SepComments1054,What have we learned from every team's first three Premier League games?AttributionFootballPosted6 days ago4 SepComments1054,https://www.bbc.com/sport/football/articles/c6236l7dng5o
02-09-2024,BBC,Football,"The games, goals and quotes that defined Bellamy's Wales daysAttributionWales MenPosted2 September2 Sep","The games, goals and quotes that defined Bellamy's Wales daysAttributionWales MenPosted2 September2 Sep",https://www.bbc.com/sport/football/articles/crmwpdxepxdo
01-09-2024,BBC,Football,Who has made Troy's Premier League team of the week?AttributionPremier LeaguePosted1 September1 SepComments813,Who has made Troy's Premier League team of the week?AttributionPremier LeaguePosted1 September1 SepComments813,https://www.bbc.com/sport/football/articles/cy4y143j12jo
