Source,Scraped_category,Title,news_raw,Article_Url
SkyNews,World,King and Queen to visit Australia and Samoa - but not New Zealand,King and Queen to visit Australia and Samoa - but not New Zealand,https://news.sky.com/story/king-and-queen-to-visit-australia-and-samoa-but-not-new-zealand-13212483
SkyNews,World,Ukraine launches huge drone attack on Moscow region,Ukraine launches huge drone attack on Moscow region,https://news.sky.com/story/ukraine-launches-more-than-140-drones-into-russia-damaging-buildings-and-diverting-flights-13212230
SkyNews,World,Scientists name European holiday destinations that have become 'hotbeds' for 'break-bone' virus,Scientists name European holiday destinations that have become 'hotbeds' for 'break-bone' virus,https://news.sky.com/story/dengue-fever-popular-european-holiday-hotspots-at-risk-of-being-hit-by-tropical-disease-warn-uk-scientists-13212298
SkyNews,World,"More than 90% of ceasefire issues agreed, US says; huge crater left in Gaza camp after deadly strike | Middle East latest","More than 90% of ceasefire issues agreed, US says; huge crater left in Gaza camp after deadly strike | Middle East latest",https://news.sky.com/story/middle-east-latest-israel-strike-protests-netanyahu-gaza-live-updates-12978800
SkyNews,World,SpaceX blasts off billionaire and three other private astronauts for 'risky' first-ever spacewalk,SpaceX blasts off billionaire and three other private astronauts for 'risky' first-ever spacewalk,https://news.sky.com/story/spacex-blasts-off-billionaire-and-three-other-private-astronauts-for-risky-first-ever-spacewalk-13212235
SkyNews,World,Man accused of killing Olympian by setting her on fire dies in hospital,Man accused of killing Olympian by setting her on fire dies in hospital,https://news.sky.com/story/rebecca-cheptegei-man-accused-of-fatally-burning-olympian-dies-in-hospital-13212185
SkyNews,World,Australia to place age limit on social media use for children,Australia to place age limit on social media use for children,https://news.sky.com/story/australia-to-place-age-limit-on-social-media-use-for-children-13212304
SkyNews,Israel-Hamas War,"More than 90% of ceasefire issues agreed, US says; huge crater left in Gaza camp after deadly strike | Middle East latest","More than 90% of ceasefire issues agreed, US says; huge crater left in Gaza camp after deadly strike | Middle East latest",https://news.sky.com/story/middle-east-latest-israel-strike-protests-netanyahu-gaza-live-updates-12978800
SkyNews,Israel-Hamas War,"US-Turkish activist shot dead 'unintentionally', Israeli military says","US-Turkish activist shot dead 'unintentionally', Israeli military says",https://news.sky.com/story/aysenur-ezgi-eygi-us-turkish-activist-shot-dead-unintentionally-israeli-military-says-13212361
SkyNews,Israel-Hamas War,Blinken warns of 'consequences' for killing of US-Turkish activist,Blinken warns of 'consequences' for killing of US-Turkish activist,https://news.sky.com/story/blinken-warns-of-consequences-over-killing-of-us-turkish-activist-aysenur-ezgi-eygi-13212636
SkyNews,Israel-Hamas War,Israeli strikes in Gaza tent camp kill 'at least 19',Israeli strikes in Gaza tent camp kill 'at least 19',https://news.sky.com/story/israeli-strikes-in-khan-younis-tent-camp-kill-at-least-19-and-injure-at-least-60-palestinian-officials-say-13212132
SkyNews,Israel-Hamas War,Jordanian gunman kills three Israelis at West Bank border crossing,Jordanian gunman kills three Israelis at West Bank border crossing,https://news.sky.com/story/three-israelis-killed-by-gunman-at-west-bank-border-crossing-with-jordan-13211554
SkyNews,Israel-Hamas War,"'Fiercely passionate' US-Turkish activist was 'unlawfully killed', family says","'Fiercely passionate' US-Turkish activist was 'unlawfully killed', family says",https://news.sky.com/story/aysenur-ezgi-eygi-family-says-her-life-was-taken-needlessly-unlawfully-and-violently-by-the-israeli-military-13210846
SkyNews,Israel-Hamas War,US-Turkish activist dies after being 'shot in head by Israeli forces',US-Turkish activist dies after being 'shot in head by Israeli forces',https://news.sky.com/story/aysenur-ezgi-eygi-us-turkish-activist-dies-after-being-shot-in-head-by-israeli-forces-13210585
SkyNews,Israel-Hamas War,Israeli forces will stay in Gaza border corridor until guarantee it's not used as Hamas 'supply line',Israeli forces will stay in Gaza border corridor until guarantee it's not used as Hamas 'supply line',https://news.sky.com/story/netanyahu-says-israeli-forces-will-not-leave-philadelphi-corridor-until-guarantee-its-not-used-as-hamas-supply-line-13209645
SkyNews,Israel-Hamas War,Netanyahu facing fight of his political life - but you wouldn't bet against him winning,"Analysis
                        


Netanyahu facing fight of his political life - but you wouldn't bet against him winning",https://news.sky.com/story/benjamin-netanyahu-facing-fight-of-his-political-life-but-you-wouldnt-bet-against-him-winning-13209824
SkyNews,Israel-Hamas War,UK and US split over Israel after British government suspends some arms sales,UK and US split over Israel after British government suspends some arms sales,https://news.sky.com/story/uk-and-us-split-over-israel-after-british-government-suspends-some-arms-sales-13209320
SkyNews,Israel-Hamas War,‘I will not surrender to the pressure’,‘I will not surrender to the pressure’,https://news.sky.com/video/i-will-not-surrender-to-the-pressure-netanyahu-speaks-as-protests-under-way-in-tel-aviv-13208695
SkyNews,Israel-Hamas War,UK bans some sales of arms to Israel,UK bans some sales of arms to Israel,https://news.sky.com/video/foreign-secretary-explains-why-uk-will-has-introduced-a-partial-ban-on-arms-exports-to-israel-13208616
SkyNews,Israel-Hamas War,Hostage's mother speaks at funeral,Hostage's mother speaks at funeral,https://news.sky.com/video/mother-of-hostage-killed-in-gaza-makes-an-emotional-speech-at-his-funeral-13208586
SkyNews,Israel-Hamas War,Biden: 'Netanyahu not doing enough',Biden: 'Netanyahu not doing enough',https://news.sky.com/video/president-joe-biden-says-benjamin-netanyahu-is-not-doing-enough-to-reach-a-ceasefire-deal-13208659
SkyNews,Israel-Hamas War,What is the two-state solution?,"Explainer
                        


What is the two-state solution?",https://news.sky.com/story/israel-hamas-war-what-is-the-two-state-solution-12985473
SkyNews,Israel-Hamas War,'These are impossible conditions': Mother of freed hostage feared the worst for son held by Hamas,"Eyewitness
                        


'These are impossible conditions': Mother of freed hostage feared the worst for son held by Hamas",https://news.sky.com/story/mother-of-freed-russian-israeli-hostage-feared-the-worst-for-son-held-by-hamas-13151859
SkyNews,Israel-Hamas War,The hostages rescued by Israel,"Explainer
                        


The hostages rescued by Israel",https://news.sky.com/story/who-are-the-four-hostages-rescued-by-israel-13149870
SkyNews,Israel-Hamas War,"UK's partial arms embargo on Israel is shameful, Netanyahu's close aide says","UK's partial arms embargo on Israel is shameful, Netanyahu's close aide says",https://news.sky.com/story/uks-partial-arms-embargo-on-israel-is-shameful-benjamin-netanyahus-close-aide-says-13209580
SkyNews,Israel-Hamas War,Hamas releases video of Israeli hostage who IDF says was murdered,Hamas releases video of Israeli hostage who IDF says was murdered,https://news.sky.com/story/hamas-release-video-of-israeli-hostage-whose-body-was-found-at-weekend-13208919
SkyNews,Israel-Hamas War,Israeli PM says he 'will not surrender' - as pressure grows over hostage release deal,Israeli PM says he 'will not surrender' - as pressure grows over hostage release deal,https://news.sky.com/story/benjamin-netanyahu-says-israel-must-stand-united-as-one-as-he-faces-protests-over-deaths-of-hostages-13208611
SkyNews,Israel-Hamas War,Netanyahu's crisis is getting worse - and Israel may never forgive him,"Analysis
                        


Netanyahu's crisis is getting worse - and Israel may never forgive him",https://news.sky.com/story/israel-hamas-war-netanyahus-crisis-is-getting-worse-and-israel-may-never-forgive-him-13208779
SkyNews,Israel-Hamas War,Govt defends timing of partial ban on arms to Israel - as Priti Patel condemns 'shocking betrayal',Govt defends timing of partial ban on arms to Israel - as Priti Patel condemns 'shocking betrayal',https://news.sky.com/story/defence-secretary-john-healey-defends-timing-of-partial-ban-on-arms-to-israel-as-priti-patel-condemns-shocking-betrayal-13208900
SkyNews,Israel-Hamas War,UK to halt some arms exports to Israel,UK to halt some arms exports to Israel,https://news.sky.com/story/uk-to-suspend-some-arms-sales-to-israel-foreign-secretary-announces-13208593
SkyNews,Israel-Hamas War,"'Shani, they've caught me': Who are the six Israeli hostages confirmed dead?","'Shani, they've caught me': Who are the six Israeli hostages confirmed dead?",https://news.sky.com/story/who-are-the-six-israeli-hostages-confirmed-dead-13207556
SkyNews,Israel-Hamas War,Everything you need to know about Israel's general strike,"Explainer
                        


Everything you need to know about Israel's general strike",https://news.sky.com/story/everything-you-need-to-know-about-israels-general-strike-13208384
SkyNews,Israel-Hamas War,Families mourn men killed in Israeli strikes,Families mourn men killed in Israeli strikes,https://news.sky.com/video/families-in-gaza-mourn-militants-killed-in-israeli-airstrikes-13208468
SkyNews,Israel-Hamas War,Protesters block Tel Aviv highway,Protesters block Tel Aviv highway,https://news.sky.com/video/protesters-in-tel-aviv-block-main-highway-to-demand-deal-for-hostages-13208602
SkyNews,Israel-Hamas War,Is the Gaza Strip being split into three?,Is the Gaza Strip being split into three?,https://news.sky.com/video/satellite-images-appear-to-show-israels-long-term-military-presence-in-gaza-13206251
SkyNews,Israel-Hamas War,Israel strikes West Bank,Israel strikes West Bank,https://news.sky.com/video/israeli-forces-strike-west-bank-and-seal-off-city-13204636
SkyNews,Israel-Hamas War,Israeli strike kills brother of Palestinian official,Israeli strike kills brother of Palestinian official,https://news.sky.com/video/israeli-strike-kills-brother-of-palestinian-official-in-lebanon-13200752
SkyNews,Israel-Hamas War,Israeli police clash with ultra-Orthodox protesters,Israeli police clash with ultra-Orthodox protesters,https://news.sky.com/video/israeli-police-clash-with-ultra-orthodox-protesters-in-jerusalem-13200710
SkyNews,Israel-Hamas War,Blinken: 'Netanyahu accepts ceasefire proposal',Blinken: 'Netanyahu accepts ceasefire proposal',https://news.sky.com/video/antony-blinken-benjamin-netanyahu-supports-president-bidens-ceasefire-proposal-13199874
SkyNews,Israel-Hamas War,"40,000 dead in Gaza but thousands still nameless","40,000 dead in Gaza but thousands still nameless",https://news.sky.com/video/behind-the-numbers-as-gazas-death-toll-reaches-40k-13197564
SkyNews,Israel-Hamas War,Israeli settlers attack Palestinian village,Israeli settlers attack Palestinian village,https://news.sky.com/video/one-palestinian-killed-in-israeli-settler-attack-on-west-bank-village-13197755
SkyNews,Israel-Hamas War,Palestinians describe settler attack,Palestinians describe settler attack,https://news.sky.com/video/palestinians-describe-israeli-settlers-attack-on-west-bank-village-13197832
SkyNews,Israel-Hamas War,Protesters call for hostage deal in Tel Aviv,Protesters call for hostage deal in Tel Aviv,https://news.sky.com/video/protesters-demand-hostage-deal-during-tel-aviv-demonstration-13197696
SkyNews,Israel-Hamas War,Israeli spokesman: 'We're keeping them out',Israeli spokesman: 'We're keeping them out',https://news.sky.com/video/were-keeping-them-out-israeli-government-spokesman-says-when-asked-about-international-media-13196022
SkyNews,Israel-Hamas War,Israelis increasingly believe Netanyahu is delaying the inevitable for no reason but his own political future,"Analysis
                        


Israelis increasingly believe Netanyahu is delaying the inevitable for no reason but his own political future",https://news.sky.com/story/israel-hamas-conflict-something-will-have-to-give-as-pressure-grows-on-benjamin-netanyahu-13208388
SkyNews,Israel-Hamas War,'Alarming' satellite evidence suggests Israel is building long-term presence in Gaza,'Alarming' satellite evidence suggests Israel is building long-term presence in Gaza,https://news.sky.com/story/israel-establishing-infrastructure-for-long-term-military-presence-in-gaza-satellite-images-suggest-13206114
SkyNews,Israel-Hamas War,"Hamas commander killed in West Bank, Israeli military says","Hamas commander killed in West Bank, Israeli military says",https://news.sky.com/story/hamas-commander-killed-in-west-bank-israeli-military-says-13205877
SkyNews,Israel-Hamas War,Is the Gaza Strip being split into three?,Is the Gaza Strip being split into three?,https://news.sky.com/video/satellite-images-appear-to-show-israels-long-term-military-presence-in-gaza-13206251
SkyNews,Israel-Hamas War,Israel and Hamas agree brief ceasefires to distribute polio vaccine in Gaza,Israel and Hamas agree brief ceasefires to distribute polio vaccine in Gaza,https://news.sky.com/story/israel-and-hamas-agree-to-brief-ceasefires-in-gaza-to-distribute-thousands-of-polio-vaccines-who-says-13205656
SkyNews,Israel-Hamas War,"Five killed inside mosque, IDF says, as Israeli operations continue in West Bank","Five killed inside mosque, IDF says, as Israeli operations continue in West Bank",https://news.sky.com/story/five-killed-inside-tulkarm-mosque-idf-says-as-concerning-israeli-operations-continue-in-west-bank-13205151
SkyNews,Israel-Hamas War,"'Full-fledged war' under way in West Bank, Israel says, as Palestinian Authority claims hospitals 'under siege'","'Full-fledged war' under way in West Bank, Israel says, as Palestinian Authority claims hospitals 'under siege'",https://news.sky.com/story/israeli-strikes-in-the-west-bank-kill-at-least-nine-palestinian-officials-say-as-city-of-jenin-sealed-off-13204590
SkyNews,Israel-Hamas War,Israeli hostage rescued in 'miraculous' operation,Israeli hostage rescued in 'miraculous' operation,https://news.sky.com/story/israeli-hostage-rescued-by-troops-in-southern-gaza-idf-says-13203939
SkyNews,US,Latest polling,"Live
                        


Trump declares victory in Fox phone call despite ratings | Debate latest



Six key debate moments
Latest polling",https://news.sky.comhttps://news.sky.com/story/who-is-favourite-to-win-the-us-election-follow-the-latest-polls-and-play-our-game-to-predict-who-you-think-will-win-13211891
SkyNews,US,Harris tells Trump 'Putin would eat you for lunch' as presidential candidates clash in TV debate,Harris tells Trump 'Putin would eat you for lunch' as presidential candidates clash in TV debate,https://news.sky.com/story/kamala-harris-tells-donald-trump-putin-would-each-you-for-lunch-as-presidential-candidates-clash-in-tv-debate-13212669
SkyNews,US,"Aggression, disrespect and insult - a confrontation that Trump has rarely faced","Analysis
                        


Aggression, disrespect and insult - a confrontation that Trump has rarely faced",https://news.sky.com/story/harris-rattles-nonsense-talking-trump-and-gets-under-his-skin-like-never-before-13212721
SkyNews,US,Fact checks and swipes: Crucial moments of the Trump-Harris debate,Fact checks and swipes: Crucial moments of the Trump-Harris debate,https://news.sky.com/story/trump-v-harris-debate-what-were-the-key-points-13212733
SkyNews,US,Harris-Trump debate: Who came out on top?,"Podcast
                        


Harris-Trump debate: Who came out on top?",https://news.sky.com/story/harris-trump-debate-who-came-out-on-top-13212709
SkyNews,US,Where did Trump's pet-eating claims come from?,Where did Trump's pet-eating claims come from?,https://news.sky.com/story/where-did-donald-trumps-pet-eating-claims-come-from-13212808
SkyNews,US,The high school conversation that drove Kamala Harris to where she is today,The high school conversation that drove Kamala Harris to where she is today,https://news.sky.com/story/kamala-harris-the-high-school-conversation-that-drove-her-to-where-she-is-today-13211922
SkyNews,US,Ex-Chelsea and Spurs boss named US national team manager,Ex-Chelsea and Spurs boss named US national team manager,https://news.sky.com/story/ex-chelsea-and-tottenham-manager-mauricio-pochettino-named-head-coach-of-us-national-team-13212673
SkyNews,US,Two planes collide at US airport,Two planes collide at US airport,https://news.sky.com/story/two-planes-collide-at-atlanta-airport-13212439
SkyNews,US,"'A threat to all of Europe': Iran is supplying Russia with ballistic missiles, says US","'A threat to all of Europe': Iran is supplying Russia with ballistic missiles, says US",https://news.sky.com/story/a-threat-to-all-of-europe-iran-is-supplying-russia-with-ballistic-missiles-says-us-secretary-of-state-13212343
SkyNews,US,Moment camera engulfed by flames,Moment camera engulfed by flames,https://news.sky.com/video/cctv-camera-engulfed-in-flames-as-california-battles-wildfires-13212836
SkyNews,US,'Geese were slaughtered in front of them','Geese were slaughtered in front of them',https://news.sky.com/video/jd-vance-doubles-down-on-donald-trumps-immigrants-eating-pets-claims-13212819
SkyNews,US,Trump v Harris debate: What happened,Trump v Harris debate: What happened,https://news.sky.com/video/what-you-need-to-know-after-trump-and-harris-square-off-in-presidential-debate-13212742
SkyNews,US,Sky challenges Trump over 'eating dogs',Sky challenges Trump over 'eating dogs',https://news.sky.com/video/trump-claims-victory-in-his-best-debate-ever-13212706
SkyNews,US,The arrest that changed Tim Walz's life - and how it shaped his political career,The arrest that changed Tim Walz's life - and how it shaped his political career,https://news.sky.com/story/tim-walz-the-arrest-that-changed-his-life-and-how-it-shaped-his-political-career-13208883
SkyNews,US,How JD Vance used his 'hillbilly' background to catapult himself to a vice-president candidate,"Explainer
                        


How JD Vance used his 'hillbilly' background to catapult himself to a vice-president candidate",https://news.sky.com/story/jd-vance-how-vice-presidential-candidate-used-his-hillbilly-background-to-catapult-himself-to-the-top-of-us-politics-13210612
SkyNews,US,What we know about the 14-year-old school shooting suspect,"Explainer
                        


What we know about the 14-year-old school shooting suspect",https://news.sky.com/story/colt-gray-what-we-know-about-the-14-year-old-school-shooting-suspect-13209995
SkyNews,US,Risk-averse Blinken is verging on the delusional,"Dominic Waghorn


Risk-averse Blinken is verging on the delusional",https://news.sky.com/story/risk-averse-anthony-blinken-is-verging-on-the-delusional-13212550
SkyNews,US,Iran sending missiles to Moscow could see Ukraine striking inside Russia with Western arms,"Deborah Haynes


Iran sending missiles to Moscow could see Ukraine striking inside Russia with Western arms",https://news.sky.com/story/iran-sending-ballistic-missiles-to-moscow-could-see-ukraine-striking-inside-russia-with-western-arms-13212397
SkyNews,US,Three challenges Harris must overcome to beat Trump in the US election,"James Matthews


Three challenges Harris must overcome to beat Trump in the US election",https://news.sky.com/story/three-key-challenges-for-kamala-harris-bidens-shadow-trumps-comrade-attacks-and-her-interview-problem-13211760
SkyNews,US,Forgotten rust belt town embraces Trump - despite his broken promises,"Mark Stone


Forgotten rust belt town embraces Trump - despite his broken promises",https://news.sky.com/story/forgotten-rust-belt-town-embraces-donald-trump-despite-his-broken-promises-13206487
SkyNews,US,Joe Jonas and Sophie Turner divorce finalised - as judge declares marriage 'irretrievably broken',Joe Jonas and Sophie Turner divorce finalised - as judge declares marriage 'irretrievably broken',https://news.sky.com/story/joe-jonas-and-sophie-turner-divorce-finalised-as-judge-declares-marriage-irretrievably-broken-13212800
SkyNews,US,How body language spoke as loudly as the words in Trump-Harris debate,How body language spoke as loudly as the words in Trump-Harris debate,https://news.sky.com/story/trump-v-harris-how-body-language-spoke-as-loudly-as-the-words-13212831
SkyNews,US,Dave Grohl reveals he's 'recently' become the father to a baby daughter 'outside of my marriage',Dave Grohl reveals he's 'recently' become the father to a baby daughter 'outside of my marriage',https://news.sky.com/story/dave-grohl-admits-becoming-the-father-to-a-baby-born-outside-of-my-marriage-13212570
SkyNews,US,US actor who voiced Master Splinter in original Ninja Turtles series dies,US actor who voiced Master Splinter in original Ninja Turtles series dies,https://news.sky.com/story/us-actor-who-voiced-master-splinter-in-original-teenage-mutant-ninja-turtles-series-dies-13212666
SkyNews,US,How reality TV and prime-time cameos helped Trump to the White House - could it happen again?,How reality TV and prime-time cameos helped Trump to the White House - could it happen again?,https://news.sky.com/story/donald-trump-how-reality-tv-and-prime-time-cameos-helped-get-him-to-the-white-house-could-it-happen-again-13210496
SkyNews,US,Who is favourite to win the US election? Follow the latest polls and play our game to predict who you think will win,Who is favourite to win the US election? Follow the latest polls and play our game to predict who you think will win,https://news.sky.com/story/who-is-favourite-to-win-the-us-election-follow-the-latest-polls-and-play-our-game-to-predict-who-you-think-will-win-13211891
SkyNews,US,'No one wants Trump': Migrants on US-Mexico border try to forget election that could mean life or death,"Eyewitness
                        


'No one wants Trump': Migrants on US-Mexico border try to forget election that could mean life or death",https://news.sky.com/story/migrants-waiting-on-the-us-border-are-watching-white-house-race-between-harris-and-trump-closely-13212130
SkyNews,US,NFL team condemn 'despicable' police behaviour after bodycam footage released,NFL team condemn 'despicable' police behaviour after bodycam footage released,https://news.sky.com/story/tyreek-hills-nfl-team-the-miami-dolphins-condemns-violent-police-after-bodycam-footage-released-13212194
SkyNews,US,Trump called out over 'abortion lies',Trump called out over 'abortion lies',https://news.sky.com/video/harris-and-moderators-call-out-trump-lies-over-abortion-abc-presidential-debate-13212699
SkyNews,US,'Taylor Swift is America','Taylor Swift is America',https://news.sky.com/video/taylor-swift-is-america-surrogates-react-to-music-stars-endorsement-of-kamala-harris-13212725
SkyNews,US,US debate in three minutes,US debate in three minutes,https://news.sky.com/video/abc-us-presidential-debate-six-key-moments-from-kamala-harris-and-donald-trumps-first-debate-13212729
SkyNews,US,'They're eating pets in Springfield','They're eating pets in Springfield',https://news.sky.com/video/donald-trump-speaks-at-abc-presidential-debate-illegal-immigrants-are-eating-pets-in-springfield-13212712
SkyNews,US,Trump arrives in Philadelphia,Trump arrives in Philadelphia,https://news.sky.com/video/republican-presidential-nominee-donald-trump-arrives-in-philadelphia-ahead-of-debate-against-democratic-nominee-kamala-harris-13212668
SkyNews,US,Harris walks to Trump for handshake,Harris walks to Trump for handshake,https://news.sky.com/video/us-presidential-debate-kamala-harris-walks-to-donald-trump-for-handshake-at-start-13212688
SkyNews,US,Car crashes into busy restaurant,Car crashes into busy restaurant,https://news.sky.com/video/cctv-shows-moment-car-crashes-into-the-side-of-a-busy-restaurant-and-bar-in-arizona-13212462
SkyNews,US,Webcam destroyed by California fire,Webcam destroyed by California fire,https://news.sky.com/video/watch-webcam-films-its-own-destruction-as-california-fire-engulfs-weather-monitoring-station-13212576
SkyNews,US,Taylor Swift posts statement endorsing Harris - with witty sign-off,Taylor Swift posts statement endorsing Harris - with witty sign-off,https://news.sky.com/story/taylor-swift-endorses-gifted-leader-kamala-harris-minutes-after-donald-trump-debate-13212693
SkyNews,US,"James Earl Jones, voice of The Lion King's Mufasa, dies","James Earl Jones, voice of The Lion King's Mufasa, dies",https://news.sky.com/story/james-earl-jones-voice-of-star-wars-villain-darth-vader-and-mufasa-in-the-lion-king-dies-aged-93-13212108
SkyNews,US,"Senator's aide suffered back and hip injuries while being forced to perform sex act on her, lawsuit claims","Senator's aide suffered back and hip injuries while being forced to perform sex act on her, lawsuit claims",https://news.sky.com/story/california-state-senator-marie-alvarado-gil-accused-of-sexual-harassment-by-former-staffer-leading-to-injury-and-discrimination-lawsuit-claims-13212133
SkyNews,US,'No special treatment' for self-proclaimed 'son of god' preacher wanted by FBI after Philippines arrest,'No special treatment' for self-proclaimed 'son of god' preacher wanted by FBI after Philippines arrest,https://news.sky.com/story/no-special-treatment-for-self-proclaimed-son-of-god-preacher-wanted-by-fbi-after-philippines-arrest-13212083
SkyNews,US,The first artificially intelligent iPhone is here - but will it be enough to make you part with your cash?,The first artificially intelligent iPhone is here - but will it be enough to make you part with your cash?,https://news.sky.com/story/apple-to-launch-new-tech-at-its-biggest-event-of-the-year-but-will-it-be-enough-to-make-you-part-with-your-cash-13211883
SkyNews,US,'I haven't ever said this': Selena Gomez says giving birth could risk her life,'I haven't ever said this': Selena Gomez says giving birth could risk her life,https://news.sky.com/story/selena-gomez-says-pregnancy-and-giving-birth-could-risk-her-life-as-she-explains-why-she-cant-carry-children-for-first-time-13212041
SkyNews,US,Harvey Weinstein in intensive care at hospital after emergency heart surgery,Harvey Weinstein in intensive care at hospital after emergency heart surgery,https://news.sky.com/story/harvey-weinstein-in-intensive-care-at-hospital-after-heart-surgery-13212001
SkyNews,US,Three challenges Harris must overcome to beat Trump in the US election,"Analysis
                        


Three challenges Harris must overcome to beat Trump in the US election",https://news.sky.com/story/three-key-challenges-for-kamala-harris-bidens-shadow-trumps-comrade-attacks-and-her-interview-problem-13211760
SkyNews,Climate,High chance of cooling La Nina weather pattern brings little respite for surging global and ocean heat,High chance of cooling La Nina weather pattern brings little respite for surging global and ocean heat,https://news.sky.com/story/high-chance-of-cooling-la-nina-weather-pattern-brings-little-respite-for-surging-global-and-ocean-heat-13212809
SkyNews,Climate,Summer heat record puts world on track for hottest year ever,Summer heat record puts world on track for hottest year ever,https://news.sky.com/story/world-on-track-for-hottest-year-ever-scientist-warn-13210450
SkyNews,Climate,Scientists name European holiday destinations that have become 'hotbeds' for 'break-bone' virus,Scientists name European holiday destinations that have become 'hotbeds' for 'break-bone' virus,https://news.sky.com/story/dengue-fever-popular-european-holiday-hotspots-at-risk-of-being-hit-by-tropical-disease-warn-uk-scientists-13212298
SkyNews,Climate,"Researchers aim to seal 100,000 methane-leaking wells in next decade","Researchers aim to seal 100,000 methane-leaking wells in next decade",https://news.sky.com/story/researchers-aim-to-seal-100-000-methane-leaking-wells-in-next-decade-to-tackle-emissions-13211805
SkyNews,Climate,Thames Water boss says he can save company,Thames Water boss says he can save company,https://news.sky.com/story/thames-water-boss-untroubled-by-prison-threat-and-says-he-can-save-company-13210227
SkyNews,Climate,Water company bosses could face prison time in Labour shake up,Water company bosses could face prison time in Labour shake up,https://news.sky.com/story/water-company-bosses-could-face-new-prison-time-in-labour-crackdown-on-sewage-infested-rivers-lakes-and-seas-13209563
SkyNews,Climate,Will new sewage dumping laws work?,"Podcast
                        


Will new sewage dumping laws work?",https://news.sky.com/story/will-new-sewage-dumping-laws-work-13210217
SkyNews,Climate,Public urged to help buy England's highest nature reserve,Public urged to help buy England's highest nature reserve,https://news.sky.com/story/public-urged-to-help-buy-englands-highest-nature-reserve-skiddaw-forest-13209646
SkyNews,Climate,A quarter of neighbourhoods are 'pollution hotspots' - find out how many there are in your area,A quarter of neighbourhoods are 'pollution hotspots' - find out how many there are in your area,https://news.sky.com/story/how-many-pollution-hotspots-are-there-in-your-constituency-according-to-friends-of-the-earth-13208910
SkyNews,Climate,New UK wind projects a good first step - but big challenges remain,"Analysis
                        


New UK wind projects a good first step - but big challenges remain",https://news.sky.com/story/new-wind-projects-a-good-first-step-for-government-but-big-challenges-remain-13208884
SkyNews,Climate,Firefighters use VR to train for wildfires,Firefighters use VR to train for wildfires,https://news.sky.com/video/firefighters-train-for-wildfires-using-virtual-reality-13203392
SkyNews,Climate,Seaside clean-ups show plastic bag 'tax' working,Seaside clean-ups show plastic bag 'tax' working,https://news.sky.com/video/could-a-tax-on-plastic-bottles-solve-the-plastic-pollution-on-the-uks-shores-13186320
SkyNews,Climate,Is the UK's weather getting hotter?,Is the UK's weather getting hotter?,https://news.sky.com/video/uk-weather-is-the-summer-getting-hotter-13185049
SkyNews,Climate,Tonnes of dead fish wash up in river,Tonnes of dead fish wash up in river,https://news.sky.com/video/brazil-tonnes-of-dead-fish-wash-up-in-river-13180323
SkyNews,Climate,How climate change is driving extreme fires in Greece,"Explainer
                        


How climate change is driving extreme fires in Greece",https://news.sky.com/story/how-climate-change-is-driving-extreme-fires-in-greece-13196440
SkyNews,Climate,Customers demand water firms are held to account - but talks over fines reveal tension at heart of industry,"Analysis
                        


Customers demand water firms are held to account - but talks over fines reveal tension at heart of industry",https://news.sky.com/story/customers-demand-water-firms-are-held-to-account-but-talks-over-record-fines-reveal-tension-at-heart-of-industry-13191778
SkyNews,Climate,"No, not sewage - the other problem in the water industry","Explainer
                        


No, not sewage - the other problem in the water industry",https://news.sky.com/story/no-not-sewage-the-other-thing-rising-water-bills-needs-to-pay-for-13176538
SkyNews,Climate,Paralympic triathlon events postponed over quality of water in Seine,Paralympic triathlon events postponed over quality of water in Seine,https://news.sky.com/story/paralympic-triathlon-events-postponed-over-quality-of-water-in-seine-after-heavy-rain-hits-paris-13207559
SkyNews,Climate,"New wind farm could power 500,000 homes","New wind farm could power 500,000 homes",https://news.sky.com/story/new-shetland-wind-farm-could-power-500-000-homes-13205246
SkyNews,Climate,Can the UK achieve its offshore wind target?,Can the UK achieve its offshore wind target?,https://news.sky.com/video/energy-can-the-uk-achieve-its-offshore-wind-target-13208604
SkyNews,Climate,Bid to stop development of UK's largest oil and gas field will no longer be opposed by government,Bid to stop development of UK's largest oil and gas field will no longer be opposed by government,https://news.sky.com/story/rosebank-and-jackdaw-government-to-drop-legal-defence-of-uks-largest-untapped-oil-and-gas-fields-13205152
SkyNews,Climate,Power giant agrees to pay huge fine for misreported data after wood-burning probe,Power giant agrees to pay huge fine for misreported data after wood-burning probe,https://news.sky.com/story/government-subsidised-energy-giant-drax-agrees-to-pay-25m-fine-for-misreporting-data-on-wood-it-burns-13205170
SkyNews,Climate,At least three dead as typhoon hits Japan and raises fears of flooding and landslides,At least three dead as typhoon hits Japan and raises fears of flooding and landslides,https://news.sky.com/story/japan-typhoon-shanshan-kills-three-and-raises-fears-of-flooding-and-landslides-13205155
SkyNews,Climate,Dead fish blanket Greek tourist port after flooding,Dead fish blanket Greek tourist port after flooding,https://news.sky.com/story/dead-fish-blanket-greek-tourist-port-of-volos-after-flooding-13205138
SkyNews,Climate,UK going it alone on 'alternative proteins' to see what British public will stomach,UK going it alone on 'alternative proteins' to see what British public will stomach,https://news.sky.com/story/are-alternative-proteins-going-mainstream-this-multimillion-pound-new-project-hopes-so-13204117
SkyNews,Climate,"UK being 'despoiled, polluted and destroyed'","UK being 'despoiled, polluted and destroyed'",https://news.sky.com/video/actor-emma-thompson-speaks-at-restore-nature-now-march-in-london-13157368
